word,token,X,Y,formant,language
ei_E_F2,14,5,1995.318611,F2,English
ei_E_F2,14,6,2025.935897,F2,English
ei_E_F2,14,7,2082.460745,F2,English
ei_E_F2,14,8,2125.843467,F2,English
ei_E_F2,14,9,2171.456596,F2,English
ei_E_F2,14,10,2207.954027,F2,English
ei_E_F2,14,11,2179.159393,F2,English
ei_E_F2,15,1,2027.106182,F2,English
ei_E_F2,15,2,2037.532483,F2,English
ei_E_F2,15,3,2074.88539,F2,English
ei_E_F2,15,4,2099.636207,F2,English
ei_E_F2,15,5,2105.91621,F2,English
ei_E_F2,15,6,2136.985086,F2,English
ei_E_F2,15,7,2160.696556,F2,English
ei_E_F2,15,8,2161.685692,F2,English
ei_E_F2,15,9,2178.334781,F2,English
ei_E_F2,15,10,2186.601826,F2,English
ei_E_F2,15,11,2152.853613,F2,English
ei_E_F2,1,1,2078.689848,F2,English
ei_E_F2,1,2,2049.046614,F2,English
ei_E_F2,1,3,2040.121336,F2,English
ei_E_F2,1,4,2056.931398,F2,English
ei_E_F2,1,5,2050.301916,F2,English
ei_E_F2,1,6,2086.277728,F2,English
ei_E_F2,1,7,2143.367193,F2,English
ei_E_F2,1,8,2192.351945,F2,English
ei_E_F2,1,9,2258.719971,F2,English
ei_E_F2,1,10,2280.50661,F2,English
ei_E_F2,1,11,2257.713321,F2,English
ei_E_F2,2,1,2054.371581,F2,English
ei_E_F2,2,2,2041.912851,F2,English
ei_E_F2,2,3,2047.154209,F2,English
ei_E_F2,2,4,2065.879601,F2,English
ei_E_F2,2,5,2113.626033,F2,English
ei_E_F2,2,6,2131.007229,F2,English
ei_E_F2,2,7,2160.52969,F2,English
ei_E_F2,2,8,2182.040964,F2,English
ei_E_F2,2,9,2204.120199,F2,English
ei_E_F2,2,10,2237.177668,F2,English
ei_E_F2,2,11,2180.640676,F2,English
ei_E_F2,3,1,2090.805229,F2,English
ei_E_F2,3,2,2051.893302,F2,English
ei_E_F2,3,3,2045.478776,F2,English
ei_E_F2,3,4,2078.779197,F2,English
ei_E_F2,3,5,2113.683809,F2,English
ei_E_F2,3,6,2138.137752,F2,English
ei_E_F2,3,7,2179.358004,F2,English
ei_E_F2,3,8,2234.901235,F2,English
ei_E_F2,3,9,2281.769274,F2,English
ei_E_F2,3,10,2292.33396,F2,English
ei_E_F2,3,11,2229.743282,F2,English
ei_E_F2,16,1,1535.982613,F2,English
ei_E_F2,16,2,1731.455281,F2,English
ei_E_F2,16,3,1865.432394,F2,English
ei_E_F2,16,4,1930.358677,F2,English
ei_E_F2,16,5,1971.031492,F2,English
ei_E_F2,16,6,2014.407485,F2,English
ei_E_F2,16,7,2111.328557,F2,English
ei_E_F2,16,8,2182.668484,F2,English
ei_E_F2,16,9,2233.691885,F2,English
ei_E_F2,16,10,2254.927453,F2,English
ei_E_F2,16,11,2249.627513,F2,English
ei_E_F2,17,1,1556.970907,F2,English
ei_E_F2,17,2,1733.95687,F2,English
ei_E_F2,17,3,1846.105987,F2,English
ei_E_F2,17,4,1943.930449,F2,English
ei_E_F2,17,5,2003.260341,F2,English
ei_E_F2,17,6,2068.582288,F2,English
ei_E_F2,17,7,2124.739756,F2,English
ei_E_F2,17,8,2189.864956,F2,English
ei_E_F2,17,9,2238.608802,F2,English
ei_E_F2,17,10,2297.453189,F2,English
ei_E_F2,17,11,2279.822424,F2,English
ei_E_F2,18,1,1511.400661,F2,English
ei_E_F2,18,2,1718.517751,F2,English
ei_E_F2,18,3,1833.741962,F2,English
ei_E_F2,18,4,1926.476709,F2,English
ei_E_F2,18,5,1996.741662,F2,English
ei_E_F2,18,6,2030.556738,F2,English
ei_E_F2,18,7,2097.046422,F2,English
ei_E_F2,18,8,2145.902476,F2,English
ei_E_F2,18,9,2175.367439,F2,English
ei_E_F2,18,10,2216.929053,F2,English
ei_E_F2,18,11,2198.793704,F2,English
ei_E_F2,19,1,1866.264398,F2,English
ei_E_F2,19,2,1903.487113,F2,English
ei_E_F2,19,3,1902.912156,F2,English
ei_E_F2,19,4,1939.004632,F2,English
ei_E_F2,19,5,1963.518885,F2,English
ei_E_F2,19,6,1982.442239,F2,English
ei_E_F2,19,7,2022.365392,F2,English
ei_E_F2,19,8,2072.733482,F2,English
ei_E_F2,19,9,2126.883233,F2,English
ei_E_F2,19,10,2158.491198,F2,English
ei_E_F2,19,11,2139.307077,F2,English
ei_E_F1,1,1,511.8892529,F1,English
ei_E_F1,1,2,498.6767511,F1,English
ei_E_F1,1,3,469.2896346,F1,English
ei_E_F1,1,4,434.5159321,F1,English
ei_E_F1,1,5,387.2942273,F1,English
ei_E_F1,1,6,345.9851524,F1,English
ei_E_F1,1,7,328.3461751,F1,English
ei_E_F1,1,8,307.8340406,F1,English
ei_E_F1,1,9,288.2030079,F1,English
ei_E_F1,1,10,277.7313932,F1,English
ei_E_F1,1,11,267.6871215,F1,English
ei_E_F1,2,1,469.3890814,F1,English
ei_E_F1,2,2,453.1155189,F1,English
ei_E_F1,2,3,433.4887343,F1,English
ei_E_F1,2,4,410.7913792,F1,English
ei_E_F1,2,5,384.8282389,F1,English
ei_E_F1,2,6,338.7903285,F1,English
ei_E_F1,2,7,310.2803436,F1,English
ei_E_F1,2,8,294.5737116,F1,English
ei_E_F1,2,9,285.0408307,F1,English
ei_E_F1,2,10,288.3774642,F1,English
ei_E_F1,2,11,286.1671513,F1,English
ei_E_F1,3,1,507.9272392,F1,English
ei_E_F1,3,2,490.9040965,F1,English
ei_E_F1,3,3,458.1432428,F1,English
ei_E_F1,3,4,437.1531979,F1,English
ei_E_F1,3,5,411.2105669,F1,English
ei_E_F1,3,6,373.7690586,F1,English
ei_E_F1,3,7,339.7670728,F1,English
ei_E_F1,3,8,322.0940041,F1,English
ei_E_F1,3,9,302.0358011,F1,English
ei_E_F1,3,10,281.3117903,F1,English
ei_E_F1,3,11,281.3512641,F1,English
ei_E_F1,4,1,482.0403999,F1,English
ei_E_F1,4,2,465.9893212,F1,English
ei_E_F1,4,3,456.0323756,F1,English
ei_E_F1,4,4,434.1801405,F1,English
ei_E_F1,4,5,421.1543135,F1,English
ei_E_F1,4,6,378.3296773,F1,English
ei_E_F1,4,7,341.4607123,F1,English
ei_E_F1,4,8,329.8513361,F1,English
ei_E_F1,4,9,332.6748605,F1,English
ei_E_F1,4,10,326.2529422,F1,English
ei_E_F1,4,11,312.83015,F1,English
ei_E_F1,5,1,494.8646252,F1,English
ei_E_F1,5,2,487.6243506,F1,English
ei_E_F1,5,3,481.8566092,F1,English
ei_E_F1,5,4,459.8831614,F1,English
ei_E_F1,5,5,418.8362919,F1,English
ei_E_F1,5,6,382.5953308,F1,English
ei_E_F1,5,7,353.9712439,F1,English
ei_E_F1,5,8,332.8198484,F1,English
ei_E_F1,5,9,323.7190121,F1,English
ei_E_F1,5,10,310.9911641,F1,English
ei_E_F1,5,11,303.7545032,F1,English
ei_E_F1,6,1,501.6481771,F1,English
ei_E_F1,6,2,505.9136373,F1,English
ei_E_F1,6,3,489.7213577,F1,English
ei_E_F1,6,4,465.2668921,F1,English
ei_E_F1,6,5,431.5829762,F1,English
ei_E_F1,6,6,376.1494471,F1,English
ei_E_F1,6,7,358.5405695,F1,English
ei_E_F1,6,8,345.820471,F1,English
ei_E_F1,6,9,324.5214114,F1,English
ei_E_F1,6,10,316.0102361,F1,English
ei_E_F1,6,11,304.8711307,F1,English
ei_C_F1,1,1,520.6299663,F1,Cantonese
ei_C_F1,1,2,530.6432273,F1,Cantonese
ei_C_F1,1,3,525.1510391,F1,Cantonese
ei_C_F1,1,4,511.9865738,F1,Cantonese
ei_C_F1,1,5,489.8755163,F1,Cantonese
ei_C_F1,1,6,457.9755501,F1,Cantonese
ei_C_F1,1,7,441.2153098,F1,Cantonese
ei_C_F1,1,8,425.363936,F1,Cantonese
ei_C_F1,1,9,374.9589526,F1,Cantonese
ei_C_F1,1,10,334.4577067,F1,Cantonese
ei_C_F1,1,11,321.1893195,F1,Cantonese
ei_C_F1,2,1,531.7787213,F1,Cantonese
ei_C_F1,2,2,533.0504593,F1,Cantonese
ei_C_F1,2,3,522.2174527,F1,Cantonese
ei_C_F1,2,4,513.4575295,F1,Cantonese
ei_C_F1,2,5,490.3243026,F1,Cantonese
ei_C_F1,2,6,460.1693931,F1,Cantonese
ei_C_F1,2,7,436.9341505,F1,Cantonese
ei_C_F1,2,8,417.8019214,F1,Cantonese
ei_C_F1,2,9,379.6105842,F1,Cantonese
ei_C_F1,2,10,357.0764897,F1,Cantonese
ei_C_F1,2,11,331.5355839,F1,Cantonese
ei_C_F1,3,1,456.9679674,F1,Cantonese
ei_C_F1,3,2,488.1435909,F1,Cantonese
ei_C_F1,3,3,491.5673139,F1,Cantonese
ei_C_F1,3,4,479.75003,F1,Cantonese
ei_C_F1,3,5,460.6283524,F1,Cantonese
ei_C_F1,3,6,444.945717,F1,Cantonese
ei_C_F1,3,7,426.3365008,F1,Cantonese
ei_C_F1,3,8,418.5746195,F1,Cantonese
ei_C_F1,3,9,368.6976869,F1,Cantonese
ei_C_F1,3,10,332.6106141,F1,Cantonese
ei_C_F1,3,11,321.9970852,F1,Cantonese
ei_C_F1,4,1,555.9262761,F1,Cantonese
ei_C_F1,4,2,515.5668869,F1,Cantonese
ei_C_F1,4,3,508.4232256,F1,Cantonese
ei_C_F1,4,4,499.0801036,F1,Cantonese
ei_C_F1,4,5,487.8658197,F1,Cantonese
ei_C_F1,4,6,465.9842051,F1,Cantonese
ei_C_F1,4,7,432.2033745,F1,Cantonese
ei_C_F1,4,8,404.5555831,F1,Cantonese
ei_C_F1,4,9,394.2674354,F1,Cantonese
ei_C_F1,4,10,363.8057696,F1,Cantonese
ei_C_F1,4,11,331.6504581,F1,Cantonese
ei_C_F1,5,1,493.1133606,F1,Cantonese
ei_C_F1,5,2,513.71893,F1,Cantonese
ei_C_F1,5,3,524.6851462,F1,Cantonese
ei_C_F1,5,4,516.9472925,F1,Cantonese
ei_C_F1,5,5,498.4306108,F1,Cantonese
ei_C_F1,5,6,470.8644947,F1,Cantonese
ei_C_F1,5,7,436.661849,F1,Cantonese
ei_C_F1,5,8,423.67762,F1,Cantonese
ei_C_F1,5,9,395.5074628,F1,Cantonese
ei_C_F1,5,10,341.9224528,F1,Cantonese
ei_C_F1,5,11,324.2767327,F1,Cantonese
ei_C_F1,6,1,514.4552412,F1,Cantonese
ei_C_F1,6,2,519.5502728,F1,Cantonese
ei_C_F1,6,3,523.629093,F1,Cantonese
ei_C_F1,6,4,527.7202988,F1,Cantonese
ei_C_F1,6,5,524.4562275,F1,Cantonese
ei_C_F1,6,6,505.1721043,F1,Cantonese
ei_C_F1,6,7,480.1621642,F1,Cantonese
ei_C_F1,6,8,442.3130595,F1,Cantonese
ei_C_F1,6,9,419.4965555,F1,Cantonese
ei_C_F1,6,10,389.497189,F1,Cantonese
ei_C_F1,6,11,332.7237282,F1,Cantonese
